id,name,buildingType,specificBuildingType,description,closedDays,openHour,closeHour,notes
315,"The Glamorous Earth Weaver","ARTISAN","weaver","Average quality cloth maker","[6,7]",9,17,""
316,"The White Lanternmaker","ARTISAN","lanternmaker","Great quality lanternmaker","[6,7]",9,17,""
317,"Bear Ores","SHOP","ore trader","Ore trader","[6,7]",9,17,""
318,"Washboard Cleaning","ARTISAN","launderer","Average quality laundry cleaner","[6,7]",9,17,""
319,"The Grand Leather Works","ARTISAN","leather armourer","Average quality leather worker","[6,7]",9,17,""
320,"The Effeminate Rose Potter","ARTISAN","potter","Awful quality potter","[6,7]",9,17,""
321,"The Claydriver Residence","RESIDENCE","middle class home","Middle-class home",,,,""
322,"The Newgee Residence","RESIDENCE","upper class home","Upper-class home",,,,""
323,"Sacrifice Game","SHOP","game trader","Game trader","[6,7]",9,17,""
324,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
325,"Charming Building","ARTISAN","builder","Builder","[6,7]",9,17,""
326,"The Nutstamp Residence","RESIDENCE","middle class home","Middle-class home",,,,""
327,"Mountain Soap Co.","SHOP","cosmetics shop","Cosmetics shop","[6,7]",9,17,""
328,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
329,"The Silver Angler Potter","ARTISAN","potter","Average quality potter","[6,7]",9,17,""
330,"The Handsome Fabric","SHOP","fiber shop","Fiber shop","[6,7]",9,17,""
331,"The Common Princess Weaver","ARTISAN","weaver","Average quality cloth maker","[6,7]",9,17,""
332,"The Dornath General Store","SHOP","general store","General store","[6,7]",9,17,""
333,"The Exceptional Blacksmith Herbalist","ARTISAN","herbalist","Average quality herbalist","[6,7]",9,17,""
334,"The Masculine Leopard Basket-maker","ARTISAN","basket maker","Great quality basket-maker","[6,7]",9,17,""
335,"The Renowned Veal","ARTISAN","butcher","Poor quality butcher","[6,7]",9,17,""
336,"The Stylish Bakery","ARTISAN","baker","Average quality baker","[6,7]",9,17,""
337,"The Beaming Grain Shop","SHOP","grain shop","Grain shop","[6,7]",9,17,""
338,"Farm","FARM","cattle farm","Cattle farm",,,,""
339,"The Norreitryn Carder","ARTISAN","carder","Poor quality carder of fibres","[6,7]",9,17,""
340,"Myrthzea's Leather Works","ARTISAN","leather armourer","Average quality leather worker","[6,7]",9,17,""
341,"The Gleaming Fey Apothecary","ARTISAN","apothecary","Average quality apothecary, selling natural herbs and remedies","[6,7]",9,17,""
342,"The Artisanal Beholder Launderer","ARTISAN","launderer","Average quality laundry cleaner","[6,7]",9,17,""
343,"The Patient Baker","ARTISAN","baker","Average quality baker","[6,7]",9,17,""
344,"Beaming Soap bar","ARTISAN","soap maker","Great quality soap-maker","[6,7]",9,17,""
345,"The Radiant Dove Blacksmith","ARTISAN","blacksmith","Good quality blacksmith","[6,7]",9,17,""
346,"Flawless Wheat","ARTISAN","mill","Average quality mill for grinding grain","[6,7]",9,17,""
347,"Oats Grain","SHOP","grain shop","Grain shop","[6,7]",9,17,""
348,"The Effeminate Cupboard Greengrocery","SHOP","greengrocer","Fruits & vegetables shop","[6,7]",9,17,""
349,"Farm","FARM","pig farm","Pig farm",,,,""
350,"Ufial's General Store","SHOP","general store","General store","[6,7]",9,17,""
351,"Monastery bleaching Co.","ARTISAN","bleacher","Average quality bleacher","[6,7]",9,17,""
352,"Favor Smithing Co.","ARTISAN","blacksmith","Master quality blacksmith","[6,7]",9,17,""
353,"Swiftbell's Brewery","ARTISAN","brewery","Master quality brewery","[6,7]",9,17,""
354,"The Exquisite Stable","ARTISAN","stock","Average quality stock/stables","[6,7]",9,17,""
355,"The Celebrated Spinner","ARTISAN","spinner","Good quality spinner of yarn","[6,7]",9,17,""
356,"Maple Grain","SHOP","grain shop","Grain shop","[6,7]",9,17,""
357,"Farm","FARM","cattle farm","Cattle farm",,,,""
358,"Anvil Animals","SHOP","farmers market","Farmers market","[6,7]",9,17,""
359,"The Classic Tailor","ARTISAN","tailor","Great quality tailor","[6,7]",9,17,""
360,"Pen Illustrating","ARTISAN","illustrator","Average quality illustrators","[6,7]",9,17,""
361,"Wood Furs Co.","SHOP","fur trader","Fur trader","[6,7]",9,17,""
362,"Exquisite Horse","ARTISAN","stock","Master quality stock/stables","[6,7]",9,17,""
363,"Falcon Cotton Co.","SHOP","fiber shop","Fiber shop","[6,7]",9,17,""
364,"The Singlebadge Potter","ARTISAN","potter","Average quality potter","[6,7]",9,17,""
365,"Enchanting Fabric","ARTISAN","weaver","Average quality cloth maker","[6,7]",9,17,""
366,"Cheese Making cheese","ARTISAN","cheese maker","Average quality cheese maker","[6,7]",9,17,""
367,"The Shimmering Belt","ARTISAN","leather armourer","Average quality leather worker","[6,7]",9,17,""
368,"Chieftain Cotton Co.","SHOP","fiber shop","Fiber shop","[6,7]",9,17,""
369,"Farm","FARM","pig farm","Pig farm",,,,""
370,"The Silver Tailor","ARTISAN","tailor","Good quality tailor","[6,7]",9,17,""
371,"United Jacket","SHOP","leather goods shop","Leather Goods Shop","[6,7]",9,17,""
372,"Armor bleaching Co.","ARTISAN","bleacher","Good quality bleacher","[6,7]",9,17,""
373,"The Burrowheart Dyer","ARTISAN","dyer","Good quality dyer","[6,7]",9,17,""
374,"The Shining Rooster Blacksmith","ARTISAN","blacksmith","Average quality blacksmith","[6,7]",9,17,""
375,"The Admired Lather","SHOP","cosmetics shop","Cosmetics shop","[6,7]",9,17,""
376,"The Eminent Weaver","ARTISAN","weaver","Average quality cloth maker","[6,7]",9,17,""
377,"The Wrinkled Metal","ARTISAN","blacksmith","Great quality blacksmith","[6,7]",9,17,""
378,"Worried Scroll","ARTISAN","artificer","Good quality artificer","[6,7]",9,17,""
379,"The Grandiose Gemstones","ARTISAN","jeweler","Good quality jeweler","[6,7]",9,17,""
380,"The Lonely Slate","ARTISAN","stone cutter","Good quality stone-cutter/shaper","[6,7]",9,17,""
381,"The Kosjourn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
382,"Farm","FARM","cattle farm","Cattle farm",,,,""
383,"Prestigious Spindle","ARTISAN","spinner","Good quality spinner of yarn","[6,7]",9,17,""
384,"The Wealthy Fiber","ARTISAN","weaver","Poor quality cloth maker","[6,7]",9,17,""
385,"The Enlarged Barber","ARTISAN","barber","Average quality barber","[6,7]",9,17,""
386,"The Crimson Glovemaker","ARTISAN","glove maker","Average quality glove maker","[6,7]",9,17,""
387,"Myrthrae's Shop","ARTISAN","mill","Good quality mill for grinding grain","[6,7]",9,17,""
388,"The Exquisite Framing","ARTISAN","carpenter","Good quality carpenter","[6,7]",9,17,""
389,"The Aragkax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
390,"The Gleaming Life Herbalist","ARTISAN","herbalist","Good quality herbalist","[6,7]",9,17,""
391,"The White Nymph Outfitter","ARTISAN","outfitter","Good quality outfitter","[6,7]",9,17,""
392,"The Gobblereach Ropemaker","ARTISAN","ropemaker","Average quality ropemaker","[6,7]",9,17,""
393,"Ore Ores","SHOP","ore trader","Ore trader","[6,7]",9,17,""
394,"The Wrinkled Mechanism","ARTISAN","artificer","Great quality artificer","[6,7]",9,17,""
395,"The Stylish Fletcher","ARTISAN","fletcher","Average quality fletcher","[6,7]",9,17,""
396,"The Grandiose Sharpener","ARTISAN","sharpener","Average quality sharpener","[6,7]",9,17,""
397,"The Gleaming Blacksmith","ARTISAN","blacksmith","Average quality blacksmith","[6,7]",9,17,""
398,"The Glowing Monument Basket-maker","ARTISAN","basket maker","Good quality basket-maker","[6,7]",9,17,""
399,"The Aeiran Launderer","ARTISAN","launderer","Good quality laundry cleaner","[6,7]",9,17,""
400,"The Crimson Monastery Herbalist","ARTISAN","herbalist","Average quality herbalist","[6,7]",9,17,""
401,"The Sweet Shave","ARTISAN","barber","Average quality barber","[6,7]",9,17,""
402,"Farm","FARM","pig farm","Pig farm",,,,""
403,"The Wealthy Bear Cobbler","ARTISAN","cobbler","Master quality cobbler - who repairs shoes.","[6,7]",9,17,""
404,"Master Smithing Co.","ARTISAN","blacksmith","Good quality blacksmith","[6,7]",9,17,""
405,"The Expert Basket-maker","ARTISAN","basket maker","Good quality basket-maker","[6,7]",9,17,""
406,"The Wrinkled Friend Carpenter","ARTISAN","carpenter","Average quality carpenter","[6,7]",9,17,""
407,"The White Yarn","SHOP","yarn shop","Yarn Shop","[6,7]",9,17,""
408,"Shadow Scribing Co.","ARTISAN","scribe","Good quality scribe","[6,7]",9,17,""
409,"The Glowing Belt Maker","ARTISAN","belt maker","Great quality buckle maker","[6,7]",9,17,""
410,"Nostalgic Hair","ARTISAN","tanner","Average quality tanner","[6,7]",9,17,""
411,"The Short Lynx Linen-draper","SHOP","linen draper","Linen-draper","[6,7]",9,17,""
412,"The Coppersum Residence","RESIDENCE","middle class home","Middle-class home",,,,""
413,"The Sardrax Residence","RESIDENCE","middle class home","Middle-class home",,,,""
414,"The Myrthmitore Residence","RESIDENCE","middle class home","Middle-class home",,,,""
415,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
416,"The Adastraila Residence","RESIDENCE","lower class home","Lower-class home",,,,""
417,"The Scintillating Jester","ARTISAN","jester","Average jester","[6,7]",9,17,""
418,"The Bannbrace Residence","RESIDENCE","lower class home","Lower-class home",,,,""
419,"The Zaranthe Residence","RESIDENCE","middle class home","Middle-class home",,,,""
420,"The Serene Mason","ARTISAN","mason","Stonemasons","[6,7]",9,17,""
421,"The Hurokax Herbalist","ARTISAN","herbalist","Good quality herbalist","[6,7]",9,17,""
422,"The Jazrakax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
423,"The Majuririth Residence","RESIDENCE","upper class home","Upper-class home",,,,""
424,"Harmonious Fermentation","ARTISAN","winemaker","Master quality winery","[6,7]",9,17,""
425,"The Broaddust Residence","RESIDENCE","middle class home","Middle-class home",,,,""
426,"The Exquisite Sculptor","ARTISAN","sculptor","Sculptor","[6,7]",9,17,""
427,"The Elegant Brewery","ARTISAN","brewery","Awful quality brewery","[6,7]",9,17,""
428,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
429,"The Shining Chandler","ARTISAN","chandler","Chandler","[6,7]",9,17,""
430,"The Longbrand Residence","RESIDENCE","lower class home","Lower-class home",,,,""
431,"The Beaming Locksmith","ARTISAN","locksmith","Locksmith","[6,7]",9,17,""
432,"The Eyllisthym Residence","RESIDENCE","lower class home","Lower-class home",,,,""
433,"The Deepbraid Residence","RESIDENCE","lower class home","Lower-class home",,,,""
434,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
435,"The Rixel Residence","RESIDENCE","middle class home","Middle-class home",,,,""
436,"The Ravoe Residence","RESIDENCE","middle class home","Middle-class home",,,,""
437,"The Radiant Lace","ARTISAN","shoemaker","Good quality shoemaker","[6,7]",9,17,""
438,"The Quietstone Residence","RESIDENCE","upper class home","Upper-class home",,,,""
439,"The Gardhand Residence","RESIDENCE","upper class home","Upper-class home",,,,""
440,"The Darkbottom Residence","RESIDENCE","upper class home","Upper-class home",,,,""
441,"The Shadowpeak Residence","RESIDENCE","middle class home","Middle-class home",,,,""
442,"The Oussealtin Farmers Market","SHOP","farmers market","Farmers market","[6,7]",9,17,""
443,"The Impeccable Log Shop","SHOP","log shop","Log shop","[6,7]",9,17,""
444,"The Goblin and Moose","TAVERN","quiet bar","Quiet, low-key bar","[]",11,1,""
445,"The Stylish Roofer","ARTISAN","roofer","Roofer","[6,7]",9,17,""
446,"The Shortlob Carder","ARTISAN","carder","Great quality carder of fibres","[6,7]",9,17,""
447,"The Tookworthy Residence","RESIDENCE","upper class home","Upper-class home",,,,""
448,"The Ogre's Mind","TAVERN","quiet bar","Quiet, low-key bar","[]",11,1,""
449,"The White Rugmaker","ARTISAN","rugmaker","Great quality rugmaker","[6,7]",9,17,""
450,"The Grandiose Cobbler","ARTISAN","cobbler","Average quality cobbler - who repairs shoes.","[6,7]",9,17,""
451,"The Rhodoriel Residence","RESIDENCE","lower class home","Lower-class home",,,,""
452,"The Sagard Residence","RESIDENCE","upper class home","Upper-class home",,,,""
453,"The Earth and Prophet","TAVERN","raucous dive","Raucous dive","[]",11,1,""
454,"The Man and the Labyrinth","TAVERN","quiet bar","Quiet, low-key bar","[]",11,1,""
455,"The White Cradle","ARTISAN","basket maker","Average quality basket-maker","[6,7]",9,17,""
456,"The Superior Miller","ARTISAN","mill","Average quality mill for grinding grain","[6,7]",9,17,""
457,"The Comely Elephant Potter","ARTISAN","potter","Good quality potter","[6,7]",9,17,""
458,"Killerretyn's Sharpener","ARTISAN","sharpener","Average quality sharpener","[6,7]",9,17,""
459,"Immaculate Plants","ARTISAN","herbalist","Average quality herbalist","[6,7]",9,17,""
460,"The Enlarged Ribs","ARTISAN","butcher","Poor quality butcher","[6,7]",9,17,""
461,"Beanpipe's Outfitter","ARTISAN","outfitter","Good quality outfitter","[6,7]",9,17,""
462,"The Soothing Ropemaker","ARTISAN","ropemaker","Good quality ropemaker","[6,7]",9,17,""
463,"The Radiant Elm Potter","ARTISAN","potter","Average quality potter","[6,7]",9,17,""
464,"The Adraissa Residence","RESIDENCE","middle class home","Middle-class home",,,,""
465,"The Respected Builder","ARTISAN","builder","Builder","[6,7]",9,17,""
466,"The Bradoyax Residence","RESIDENCE","upper class home","Upper-class home",,,,""
467,"The Practicing Goblet","TAVERN","raucous dive","Raucous dive","[]",11,1,""
468,"The Wealthy Dyer","ARTISAN","dyer","Poor quality dyer","[6,7]",9,17,""
469,"The Stunning Tinker Wickerworker","ARTISAN","wickerworker","Good quality wickerworker","[6,7]",9,17,""
470,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
471,"Granite Stone Shaping","ARTISAN","stone cutter","Average quality stone-cutter/shaper","[6,7]",9,17,""
472,"The Lustrous Ivy Winemaker","ARTISAN","winemaker","Poor quality winery","[6,7]",9,17,""
473,"The Shimmering Ink Maker","ARTISAN","ink maker","Average quality ink maker","[6,7]",9,17,""
474,"The Bludgeoning Goblin","TAVERN","upper class tavern","Upper class dining club","[]",11,1,""
475,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
476,"The Acclaimed Fiber Shop","SHOP","fiber shop","Fiber shop","[6,7]",9,17,""
477,"Horseman Game","SHOP","game trader","Game trader","[6,7]",9,17,""
478,"Flawless Stirrup","SHOP","saddle shop","Saddle shop","[6,7]",9,17,""
479,"The Arabighymn Shop","ARTISAN","mill","Good quality mill for grinding grain","[6,7]",9,17,""
480,"The Handsome Friar Carpenter","ARTISAN","carpenter","Average quality carpenter","[6,7]",9,17,""
481,"The Luxurious Elephant Herbalist","ARTISAN","herbalist","Average quality herbalist","[6,7]",9,17,""
482,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
483,"The Opulent Fey Barber","ARTISAN","barber","Good quality barber","[6,7]",9,17,""
484,"The Heenarg Residence","RESIDENCE","lower class home","Lower-class home",,,,""
485,"The Oussearae Tattoo artist","ARTISAN","tattoo artist","Average quality tattoo artist","[6,7]",9,17,""
486,"Soothing Trowel","ARTISAN","stone cutter","Average quality stone-cutter/shaper","[6,7]",9,17,""
487,"Game Game","SHOP","game trader","Game trader","[6,7]",9,17,""
488,"The Artisanal Mother Furrier","ARTISAN","furrier","Average quality furrier","[6,7]",9,17,""
489,"The Lonely Wickerworker","ARTISAN","wickerworker","Good quality wickerworker","[6,7]",9,17,""
490,"Obsidianwedge's Gold Shop","SHOP","gold shop","Gold shop","[6,7]",9,17,""
491,"The Skilled Flax","ARTISAN","spinner","Average quality spinner of yarn","[6,7]",9,17,""
492,"The Goring Bachelor","TAVERN","raucous dive","Raucous dive","[]",11,1,""
493,"The Alluring Ember Carder","ARTISAN","carder","Good quality carder of fibres","[6,7]",9,17,""
494,"The Higlaia Residence","RESIDENCE","middle class home","Middle-class home",,,,""
495,"Admired Wheat","ARTISAN","mill","Average quality mill for grinding grain","[6,7]",9,17,""
496,"The Shadow and Beholder","TAVERN","quiet bar","Quiet, low-key bar","[]",11,1,""
497,"Bright Comb","ARTISAN","barber","Great quality barber","[6,7]",9,17,""
498,"The Immaculate Legend","ARTISAN","cartographer","Awful quality cartographer","[6,7]",9,17,""
499,"The Eyllisaear Residence","RESIDENCE","upper class home","Upper-class home",,,,""
500,"The Marissa Residence","RESIDENCE","upper class home","Upper-class home",,,,""
501,"The Andraissa Residence","RESIDENCE","upper class home","Upper-class home",,,,""
502,"The Zerulkax Residence","RESIDENCE","upper class home","Upper-class home",,,,""
503,"Grinder Sharpening","ARTISAN","sharpener","Average quality sharpener","[6,7]",9,17,""
504,"The Fine Stable","ARTISAN","stock","Good quality stock/stables","[6,7]",9,17,""
505,"The Eldru Carpenter","ARTISAN","carpenter","Good quality carpenter","[6,7]",9,17,""
506,"The Comely Potter","ARTISAN","potter","Average quality potter","[6,7]",9,17,""
507,"The Refined Weaver","ARTISAN","spinner","Great quality spinner of yarn","[6,7]",9,17,""
508,"Stone Pastries","SHOP","pastry shop","Pastry shop","[6,7]",9,17,""
509,"The Priest and the Bone","TAVERN","members only club","Members only club","[]",11,1,""
510,"The Mugwort Residence","RESIDENCE","upper class home","Upper-class home",,,,""
511,"The Rauwryn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
512,"The Isuxnen Residence","RESIDENCE","middle class home","Middle-class home",,,,""
513,"The Grand Refiner","ARTISAN","paper maker","Average quality papermaker","[6,7]",9,17,""
514,"Good Hamper","ARTISAN","basket maker","Average quality basket-maker","[6,7]",9,17,""
